Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
4-Methylhippuric Acid	p-Methylhippuric acid	9	33739	177040	154130	9	332620	39534	9	9	26214	9	34740	9	113630	39108	103420	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	13756	11226	11927	49155	19289	3872.3000	9	9	64764	23933	59472	95075	9	88888	44619	31649	84837	12431	9	9	9	9	48653	63685	9	9	27215	9	9	9	44240	14397	14426	9	47763	155270	123640	49030	73371	22068	84213	52981	9098.2000	114220	143200	9	76078	260970	9	39136	109490	9721.4000	9	53068	149470	43328	527570	84996	9	9	9	39544	24217	9	30086
4-Oxopentanoate	Levulinic acid	413870	202460	111590	851460	222340	207530	225380	14914	81202	546450	46136	589310	431690	128090	710760	237180	127390	566740	112710	68104	97957	147840	130450	54961	18696	61099	284650	69618	50696	5342	45584	383600	71904	308930	413730	125300	143980	61732	67166	101550	244590	276420	157040	21591	149230	131860	99980	12796000	346490	37673	332730	479060	468620	904170	46478	134410	53083	39754	29060	8303300	214390	75437	175270	113080	34465	637800	77382	541800	539030	147400	59351	318720	174810	233270	110840	435740	231920	257870	540280	16930	201960	428780	331460	139860	280380	94961	371740	2769000	50306	131150	460620	1051100	576600	666110	238260	440780	1087500	654330	184500	499190	74874	694480
4-Pyridoxic Acid	4-Pyridoxic acid	6233800	4710000	6176800	7568600	345620	6249600	8958100	2759300	1503400	695820	2052400	2315500	1346600	1322200	996720	16167000	1348200	958990	1840400	1035200	936530	2877200	620850	274480	466140	1830400	1713800	3038900	119740	384960	3536000	3951200	678310	848150	3582900	596890	1206000	1113100	1230700	1469000	1393300	3769500	1208600	1194600	1713800	3007700	1683600	3333500	5103500	2542400	6959500	3388600	3401100	2062600	949090	605180	715440	4197100	692610	2935800	1650600	863930	1573800	1453700	595690	3855000	2379500	2554800	918310	1614100	1313100	119930000	3211100	2573600	917960	3055900	1391000	1323500	2393700	1721400	1032800	1840600	1494000	5667500	1979900	1447000	1545300	5502900	515500	1384800	3671700	4450600	4134600	3457600	1231900	4489700	4395100	1248400	4725000	4513100	6589000	8301500
4-toluenesulfonic acid	Toluene-4-sulfonic acid	68059	229980	93770	81919	87927	103190	134150	106940	31227	81200	184260	90585	119700	169240	161700	113910	69741	75727	38620	115170	106420	77675	46003	138770	136220	72175	89958	156500	101040	45202	87603	142560	162000	175460	74696	145020	141870	595620	250430	39623	214740	155580	148230	120860	192100	653750	195370	46313	144870	347520	193350	118060	106190	89517	221600	295730	364520	439690	117110	219480	124720	152660	78744	130730	252320	102990	157670	107250	67589	85527	108350	119730	115720	45494	104810	69732	115020	76862	5011000	316050	135010	91207	109070	96267	113830	134230	160920	124430	153940	99705	56546	86264	148610	242180	72828	96592	68277	53645	150380	90848	120660	127900
5_6-Dihydrouridine	5,6-Dihydrouridine	129250	178380	42637	163100	14962	181840	34907	46381	17642	250650	147370	259560	162320	276880	185450	358180	311390	18119	183240	129870	49000	12174	76123	6943.1000	26221	10087	443690	9171.8000	11203	45531	176280	667130	469230	56747	126020	97054	212700	32897	109710	215880	136870	509550	106890	152730	265240	59631	177790	81949	201690	157550	146190	269510	215310	90136	99460	188670	53550	20003	81133	81287	138650	3519.2000	69067	410400	209570	183220	119400	141430	17963	205610	348620	426870	246140	70199	30054	455190	265680	241910	82201	63686	215900	288590	313810	53307	153130	43344	24823	193600	111050	78411	158560	671900	326020	476030	28156	127560	550100	105910	451020	14542	22451	98718
5_6-Dimethylbenzimidazole	Dimethylbenzimidazole	1786700	508140	334540	506440	671700	9	364820	1112100	1335100	1569100	1659000	609610	1044500	800220	218660	728640	1332400	1355200	1036600	1196900	1006100	912810	826680	81226	1117100	897520	1221600	1610100	601880	653000	915740	474770	1715700	161410	646070	1095500	710440	1250700	876220	918590	461200	744960	327600	436520	1666200	503890	728500	199410	265020	383330	458280	195510	542410	158200	419020	569630	784020	772940	751430	87269	197830	565630	311740	636510	1529100	764280	1376700	486050	1212900	509660	503520	191220	226890	63896	492470	339930	249880	386480	201300	637370	110580	508270	339960	454700	50957	523690	1205700	191750	1374000	700290	240220	266480	171780	125810	109230	1168800	115380	1648100	441760	179000	429690	541160
5-fluoroindole-2-carboxylic acid		186360	12167000	209230	151840	84033	65344	1285500	89591	254750	5667000	44406	347330	491900	875790	1057000	256330	535220	114380	279780	57365	347950	179730	194760	42163	29992	4739000	175150	711800	36817	329150	436540	367290	4172400	37355000	123230	664710	27099000	356180	1073700	386040	121390	160640	60975	143360	506960	136080000	313100	108000	114160	346100	820810	2653100	809760	92902	243060	395550	15660000	677860	20628000	165450	3432700	3660300	13893000	118100	664920	1143800	1446100	564080	126320	43442000	118530	176210	340360	266900	17837000	104820	13022000	3518100	215160	6808700	3459400	1769400	364210	437570	1376500	2449400	36213000	222910	72907000	86214000	388540	94015	717020	3075800	116510	16320000	332670	14368000	213280	653720	4633200	1443900
(±)5-HETE	5-HETE	177180	35420	5828.7000	24398	94214	55896	68653	185220	307920	126860	156560	917750	36582	84362	61015	39974	66264	12359	187700	51653	63957	88420	20376	8911.5000	93519	94661	90276	29873	172210	158400	132050	107660	44503	7345.4000	7165.2000	92551	11994	117380	101330	707060	232960	235380	8945.5000	402100	720820	244530	344300	8805.7000	167710	106420	497070	176650	66655	20474	40513	45706	206120	38949	255500	122510	86022	102260	20217	109060	188150	43585	141960	107600	8332.5000	24533	79057	14201	31837	6384.8000	99115	34020	7005.8000	55177	11928	98243	10771	12021	36068	25499	15618	34686	12934	5946.9000	26304	123940	31173	9359.6000	17901	8605.8000	7581.3000	163760	14442	26011	7409.1000	20715	56829	43003
5-HETrE	5S-HETrE	4772400	85807	198960	27595	391470	166280	35837	732240	3485800	201180	695340	6166300	320230	39055	321380	351410	2847300	95449	722770	127580	106660	775680	84210	5364.8000	26492	210330	1587900	132670	113740	510070	134210	324550	43548	46016	21133	104290	138680	32682	41765	331370	133140	146830	8110.7000	118520	449950	121530	349170	8793.5000	20472	18867	26451	151900	33160	214590	22054	42496	289830	10173	58641	16447	52509	585380	32864	39423	50619	65833	506600	288400	87925	117850	60955	39152	2156.5000	1750.2000	41651	32778	16362	71090	7348.4000	49419	10299	26236	53923	137780	15420	27455	61609	2974.2000	9886.6000	28668	45644	8527.2000	9047	5542.4000	32218	50213	5337.1000	50432	995.5500	31362	22244	104230
5-Hydroxyhexanoic Acid	5-Hydroxycaproic acid	54028	149450	33358	769040	31042	26690000	4375400	31661	9009.7000	127470	12823	249810	77124	222350	481240	4516800	1369100	295490	94600	96668	152410	117710	114800	150630	31595	50248	233060	31424	322810	11992	8114.8000	75402	86773	368030	556150	390260	70648	37291	314940	671390	2953100	696470	13936000	22224	24943	89517	1517900	1138700	19456000	149580	583160	305090	221320	9012600	266540	112300	72118	29800	27953	8359500	457660	54237	240500	5733000	167430	6438800	50022	6043200	323980	299190	575840	1617200	305190	3759200	116550	45706000	479470	287280	501510	74309	324120	133860	273740	162070	5020000	101960	185280	38112000	65766	30516	1939100	6956000	3727400	2846900	920530	94359	1295800	95355	1447500	220700	63698	914390
5-iso PGF2VI	5-iPF2alpha-VI	24096	27887	29956	28131	66539	18916	21124	7719.4000	7284.3000	62512	18276	20262	14636	10164	988670	15639	20479	9301.6000	19673	13893	8639.5000	35165	301310	4183.5000	4730.3000	59672	6564.5000	19168	3418.9000	13088	11622	24489	21380	202680	15158	277670	26155	15104	29947	7185.8000	27002	41516	13816	33032	14515	134370	7028.4000	18656	29880	12651	12556	76930	90582	39950	4947.9000	15400	8865.9000	18540	14060	14645	77642	12976	33665	11563	19084	18247	7901.4000	100760	8179.4000	36012	4356.5000	5193	101360	102940	784380	52430	262940	283540	203460	580930	74642	319920	672730	19032	33664	10038	253150	70036	48054	259740	217410	15808	62781	56146	68727	560350	65349	24661	28190	131380	21458	24879
5-Methyl-2^-deoxycytidine	5-Methyl-2'-deoxycytidine	7780.9000	387660	6989100	107310	130430	23137	2784400	59496	3431700	1357200	118620	7352300	20276	703840	1090400	37580	8545.1000	17213	29735	166720	299490	733370	720860	21243	316030	758800	76722	278010	1554.8000	30248	7733100	2156400	1356300	302510	48585	71689	422750	15229	16476	438750	9336	102970	1171.9000	6638.1000	67461	35912	7555.7000	10889	128300	12492	2716300	265250	3221800	2040000	189200	101020	199630	41365	27310	26857	283200	126880	1221100	64437	6218.1000	4555.3000	3117600	17319000	11713	152820	26632	11823	520630	5833.4000	456730	58087	209210	357170	597400	63121	749920	44119	893370	66535	507360	200270	198260	70163	170440	104900	186200	668910	1018400	305990	999800	213840	289980	319970	238600	3345900	458040	820360
5-Nitrobenzimidazole		56087	45144	63462	51149	51289	38971	50025	76588	72001	59992	66802	39993	71622	46821	57878	41979	51002	55920	80889	64588	105100	55080	55304	58585	42627	63430	60431	81078	45339	60031	65307	53578	83464	73920	66946	67292	57016	70877	77753	67956	57859	65467	62359	49957	50070	62105	65454	78433	33561	57792	74331	50520	49386	69692	51342	76531	73595	52788	87698	60442	44901	39891	64565	74948	48235	49533	72013	57770	73123	72699	56041	86681	59847	56433	51822	49544	44824	48969	49446	39529	53548	67531	63612	46983	43278	42051	56857	44634	63041	74502	40449	62184	44895	61729	52378	67675	46867	50891	66795	30817	53893	72492
6_7-diketolithocholic acid	6,7-Diketolithocholic acid	4349500	1589200	2255500	1833300	1468500	1465300	3481700	2628700	3902700	2017400	2658400	2353900	1632800	2400000	2714400	1800100	1230900	2429100	3259800	3692700	1724900	939130	2085200	2785700	3160500	1828500	2515600	1760600	1971400	2072600	2629000	1521900	1368300	2307200	1922700	2011800	3551500	3212000	3159000	2994100	2047800	2463200	3450300	3719100	2245600	2323300	3327200	1740900	1960500	3568500	2351700	2631000	2130300	4183400	2880000	2208400	2526600	3015800	3641800	2361700	1944900	2480000	1810500	16716000	3114400	1250600	2802500	741720	2481200	9136000	2898700	2340700	1449200	1811200	1658200	1717900	1606600	1070400	2047900	1963200	1342400	2105200	463390	2493000	2269700	538090	1313100	2025900	2347100	1601600	3069800	3122400	1360100	2229800	2077600	576150	3488900	1220900	1742600	2129000	2372400	2959600
6-hydroxy-3-succinylpyridine		9	11329	9	9	13727	100790	9	125260	9	80213	12455	9	9	9	3216.6000	9	9	4208.9000	9	9	148690	9	133140	9	55737	145630	9	9	4078.5000	16422	9	9	31543	9	9	254610	9	151620	162580	47681	9	9	9	669960	1701500	129070	10696	9	9	1776400	9	36045	9	9	9	13221	10165	193720	2243.7000	2237.8000	13344	92107	41913	9	133580	9	8997.7000	9	9	65820	9	9	9	9	122070	9	137460	109810	9	693640	461280	9	2003600	9	9	11034	142520	9	554790	132950	9	9	9	9	8151.5000	118970	9	2208200	9	14383	9	12414
6-Hydroxynicotinic Acid	6-Hydroxynicotinic acid	1558600	206040	259450	710180	46196	298960	46434	85820	134680	272860	91815	312830	787620	594360	356070	1296400	1243500	69209	85756	131880	78951	474140	108560	29332	42196	278770	430070	109740	255360	48949	201120	1351200	69753	182460	335440	25300	657960	413070	794020	241760	508120	692500	149780	18487	1241700	11458	103890	248240	439960	73309	384060	297700	691290	197450	105250	41809	482490	330370	211400	540530	444390	527820	2128800	326020	801520	330350	289920	143640	23199	17947	142270	90453	421390	375470	38204	647520	145630	294000	170640	7671.3000	278670	273290	705100	68353	149870	3969.5000	56673	113930	212740	3951.9000	200220	468460	125740	186500	601900	10862	289840	39704	106360	550770	19593	952840
6ß-hydroxytestosterone		25374	32573	10646	30399	40771	33892	27748	39640	43814	20926	45841	36463	40518	25594	22784	16680	17678	25416	23511	22941	18274	34934	25785	22999	30844	18230	11874	37633	29021	26639	30109	43745	63374	37929	11128	56366	40600	65486	37490	30133	28842	30288	35285	39926	34743	23733	29438	31322	47872	67353	18598	40039	30389	23901	28580	26080	45348	41917	51790	27377	27575	55989	20914	36188	28244	28607	31887	22796	21153	26666	27654	35797	35592	27037	36395	23134	26488	27570	35222	42478	22646	30684	27168	28640	13905	33485	35682	31412	27412	26598	32173	21442	26283	24591	24423	41107	26229	30843	29704	20044	56973	36933
7-ketodeoxycholic acid	7-Ketodeoxycholic acid	67703000	92963000	894880	62839	4745800	176780	106370	15533000	4626600	36608000	40177000	83511000	22927000	8327900	77639000	52028	367260	2266800	25840000	6785500	1880100	27053000	14266000	224030	57370000	15794000	1445300	48508000	76254	10479000	38217000	30127000	16820000	12954000	127140	9416200	36667000	266180	848490	46272	18886	329380	761090	1172900	16524000	2005300	12394	73169	426890	4682500	5283900	8001800	388130	91653	165180	16744000	15478000	7264000	416720	26273	19810000	21053000	2080900	129130	774630	115450	9260300	45016	2141800	3543300	191910	2994900	80170	109750	21011000	163330	15716000	11313000	191220	10928000	6519400	1671400	46138000	175710	3942900	38292000	71742000	47731	8067400	7130600	20829000	436960	50924	252590	39036	6588500	636600	2381700	255990	574130	51306	1910700
7-ketolithocholic acid	7-Ketolithocholic acid	9	65420000	156230000	328330000	56993000	113520000	384030000	9	9	54013000	19475000	13965000	9	237920000	15363000	189320000	233150000	114380000	110650000	77727000	89020000	358910000	102370000	11370000	9	9	192270000	9	4899700	4620500	9	230210000	9	353370000	469590000	14347000	9	4385800	222760000	114670000	53805000	87554000	210010000	9	67366000	69835000	94755000	113970000	392840000	16087000	489520000	136640000	426620000	186600000	68042000	48814000	9	3265000	42040000	212550000	228810000	10415000	344070000	31695000	39475000	297340000	146230000	212820000	104420000	53747000	9233200	404630000	377270000	352500000	291950000	447340000	274180000	273000000	325610000	9	279560000	287120000	9	201660000	247050000	9	9	182790000	77561000	190330000	589190000	372900000	243900000	412440000	317680000	164260000	397220000	9	428680000	437420000	26946000	276210000
8_15-Dihete	8,15-DiHETE	6694100	4657200	5298900	3144300	2573600	2521300	1719400	4119000	4248000	4393300	6855200	3001900	6660700	4821800	3819500	4495100	5934900	5137500	5438800	4824700	5008900	6600400	4626600	1662000	2887200	4908500	5379800	4232000	1483600	4160100	2758500	3441800	4928500	2252100	4751700	3979300	2828000	3080600	2880200	6181900	4361400	3568600	4690600	3481400	5563600	3663100	5248200	5091100	4473500	5479200	3990900	5030300	2590700	3987200	1901500	5017200	2213800	2642600	1602500	6726500	3240000	2524600	3768000	3321700	4082200	5092700	3267600	7785500	7651800	2723300	3806100	4628300	3267200	1905300	5091800	2842900	2807900	2152500	2937200	1983500	1740200	3076200	2809100	5183400	1499600	2287100	2241700	3881500	1329300	3311600	4933000	2751300	3422900	2543500	2852500	2096100	3589000	4560700	3718600	5295900	2425800	5506300
8(S)-HETrE	8S-HETrE	4772400	85807	198960	27595	391470	166280	35837	732240	3485800	201180	695340	6166300	320230	39055	321380	351410	2847300	95449	722770	127580	106660	775680	84210	5364.8000	26492	210330	1587900	132670	113740	510070	134210	324550	43548	46016	21133	104290	138680	32682	41765	331370	133140	146830	8110.7000	118520	449950	121530	349170	8793.5000	20472	18867	26451	151900	33160	214590	22054	42496	289830	10173	58641	16447	52509	585380	32864	39423	50619	65833	506600	288400	87925	117850	60955	39152	2156.5000	1750.2000	41651	32778	16362	71090	7348.4000	49419	10299	26236	53923	137780	15420	27455	61609	2974.2000	9886.6000	28668	45644	8527.2000	9047	5542.4000	32218	50213	5337.1000	50432	995.5500	31362	22244	104230
9_10-DiHOME	9,10-DiHOME	715160	2926600	1774700	881720	1554700	1021400	821600	25420	20652	5981500	252010	636450	363780	4680900	4275300	295570	167290	242090	343610	81129	112640	6254000	249270	11290	35610	2272100	738760	1179100	28426	555510	410150	1387800	2013600	530130	1213100	5557600	1832000	36362	99649	879460	307210	215250	231110	27736	553990	3464800	305670	675660	1324500	32178	1572100	788660	5625800	486290	49191	375480	1041500	139790	487290	965410	2046600	330290	3360600	656660	971760	888390	274650	603000	201630	1058800	73132	1584400	2281400	3781100	6077900	1213200	4031700	4701400	1786400	7228100	7670900	1573200	3514700	1051000	7317400	2996500	1486100	523250	1111900	6421200	9170700	6008000	4858300	2406500	8188400	8732600	12401000	14297000	2738200	913930	542370	1944000
9_10-dihydroxystearic acid	9,10-Dihydroxystearic acid	584480	1330400	421730	335200	338120	2178100	241380	135040	28281	1261900	104690	558380	235070	1805400	3074800	472970	279820	165880	208790	125020	58551	1555800	145840	8471.6000	124070	495540	571150	213870	46049	100070	269710	490210	477020	273290	868990	507590	709090	47115	286070	1161600	469880	790510	250550	62542	182200	1171500	619350	1653700	812660	53080	1171000	1190400	5206700	631990	210150	121310	639440	57132	306860	1545200	1025100	407070	961450	420490	1242200	2869800	192210	672540	124830	323140	47584	1082200	814970	3899800	2623400	922070	2743700	1138100	2781600	1987700	3202700	1499900	1412900	890270	2568500	289760	964600	550190	498440	2076800	2576100	2436200	2434500	1441400	2028600	3507000	3990300	737690	623840	937180	800000	6325100
9_10-EpOME	9(10)-EpOME	408690	503410	1201800	1346100	327890	3425800	204050	96605	60385	2059200	207010	1496000	72360	682590	6082000	4101200	178930	13334	122260	89517	168550	4347600	20498	4714.9000	31349	768060	459020	109980	67436	224510	52517	1491700	2452400	78846	171960	1630200	188340	960450	38886	914080	295100	1834300	154130	17247	799060	494450	703520	37827	278280	5235.8000	398080	156900	113170	578180	19644	139640	54524	46946	320830	428410	876620	99477	254590	442560	119600	1587400	180980	198890	8551.9000	621870	3214.5000	222500	251030	220720	582270	77753	535250	658640	412360	333150	715410	217680	265470	242040	405200	515370	149560	8062.4000	61993	821340	593560	206180	313570	405220	261380	405960	171340	2510500	54425	137570	82793	921190
