Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
3_5-Dihydroxybenzoic acid	3,5-Dihydroxybenzoic acid	400590	561260	1389100	129970	274850	363590	454960	11567	80412	1206200	80543	602910	265620	804960	799900	7579.4000	38367	192420	291440	88025	130840	347070	287980	111310	22692	2311300	69243	96371	57359	158800	487940	422180	1338500	1472900	113640	1137400	161440	13567	23504	283840	688270	261150	20667	88282	34743	8788700	425920	1105700	3769300	126990	1132100	1424900	584840	3640400	1525100	1848600	651310	256330	351470	419270	532010	1081000	536820	8182000	462850	191890	65601	464930	174660	389060	53487	679400	1600900	635260	1337400	501820	2697000	1290300	677540	5823600	2919200	475070	3055400	1036800	2620500	402220	1048600	591360	791900	3011500	923400	2451800	506820	4251300	6591800	2364500	756060	3821100	524170	2209700	724990	139640
3-Amino-4-Hydroxybenzoic Acid	3-Amino-4-hydroxybenzoic acid	342210	3266500	1107900	2867900	1498300	2521400	770500	1028700	1687100	5327700	1324100	3954300	1067400	2189900	1840500	2841700	3237700	1833100	3861200	3602800	587920	3491800	1010700	547560	974450	1308800	2152200	2068800	391940	457850	2432900	2963900	5704900	911360	1292200	2340400	2107800	451490	2882700	2773600	2602400	5773000	1616100	1021300	3096200	1367700	2144400	3920400	5585200	644640	2731300	2041900	2256700	2529600	2225800	1911100	1237700	443970	1582000	4308500	1652100	514700	2776400	3479900	2199300	1855500	943600	1285500	1895100	1219100	907680	2690400	3375500	3718700	274390	2672800	2548600	2393100	1964900	1868500	2633600	3281000	1630900	934900	1678400	294480	1159700	2559600	1151600	2134700	3046200	4340800	3293400	3477100	3315300	2196400	3587500	814190	2640900	1265000	420030	1861500
3-Amino-5-hydroxybenzoic acid	3-Amino-5-hydroxybenzoic acid	430750	3264900	1212600	2823900	1356000	2650100	823740	1070700	1726300	5089700	1438900	3939500	1182500	2204900	1836300	2859400	3201300	1956400	3885300	3466700	666290	3439900	1025700	530420	987020	1316800	2180000	2112500	434500	472410	2358100	3100100	5851400	809310	1210800	2303400	2093800	548070	2867800	3078300	2801800	5699500	1739100	1095100	3156800	1299600	2078500	3976800	5657500	670060	2765900	2041200	2222900	2611200	2051400	2020100	1310300	427150	1685300	4454600	1682600	478220	2785300	3447000	2229100	1925200	995720	1243700	1834800	1082800	974490	2857900	3352100	3786900	286570	2886600	2696400	2384400	1945500	1924400	2555500	3108800	1493100	1012300	1685000	211210	1052000	2482900	1121100	1988500	3308300	4256700	3162100	3345100	3046000	2239500	3267500	796170	2675600	1294700	441880	1767700
3-Aminoisobutanoic Acid	3-Aminoisobutanoic acid	825660	964310	92322	219620	1240100	302360	23111	458930	293570	4135300	343310	1572400	1837000	160250	79483	3833000	697580	1280600	845300	1048100	538890	395870	1825700	7168.1000	334530	1109100	1280500	2060300	36979	315700	2326400	445830	455000	40439	723640	929530	160280	537710	709840	356310	161970	147890	448180	118770	952660	183230	33159	1633400	2712400	57016	248730	889060	532240	448740	172140	23849	1511000	3800200	301390	1130300	999640	8898400	5182700	174580	984410	316640	193080	498460	1323100	437920	822970	140190	48724	667940	803340	568730	184290	61375	134690	409690	277740	76854	1822400	585720	64801	444930	333930	254080	298880	114100	201200	90269	45072	88998	162510	1043900	201070	2358200	52698	419440	208580	212010
3-Deoxyguanosine		71064000	5097800	1410900	7136200	8930000	4175900	2753200	9537300	1418900	1485200	10243000	38819000	50233000	69498000	13169000	63617000	101280000	1965200	7672700	26372000	18872000	4393100	6979900	219420	4320200	8259500	94251000	5259000	553400	3674100	11146000	17827000	2281100	914120	59994000	1680900	3326800	5025900	36041000	7774800	6543900	4305500	5959300	687930	10185000	2701900	16311000	4671000	3986600	1603100	9732700	53168000	12739000	7305300	13723000	5053300	6087600	1740300	268240	6563000	12761000	98617	924850	3121800	4007300	69630000	10227000	85981000	1335200	14936000	92396	31445000	2168600	4161700	2054500	2545000	19910000	9899100	1596100	4889100	11669000	5275500	42049000	2324800	7676500	6815100	13076000	1505900	5543800	3540500	2484000	11796000	9412200	7151200	2763200	2173700	11641000	2848600	15842000	28763000	907640	8195100
3-Epideoxycholic acid	3-epi-Deoxycholic acid	103700000	288250000	259970000	474720000	521400000	535960000	165690000	254930000	8428000	138970000	617250000	92095000	179410000	460780000	248310000	618680000	519670000	430960000	352180000	466310000	193890000	774110000	329270000	16561000	147280000	68620000	569180000	324730000	6472800	120720000	375090000	273600000	49280000	194880000	507730000	175060000	46800000	9212600	351090000	184920000	51028000	216540000	188120000	42554000	166340000	178650000	390230000	51052000	456660000	21836000	670170000	149280000	477650000	169130000	504140000	34207000	27192000	12436000	49205000	395730000	501350000	7737800	708770000	22283000	51439000	408000000	333780000	299910000	380600000	64156000	16569000	504110000	261040000	635880000	387250000	468890000	419970000	337300000	403210000	245260000	266560000	217700000	141750000	396450000	375510000	23942000	374410000	46277000	398450000	279450000	768670000	479210000	475780000	639470000	273740000	433590000	473410000	26585000	502440000	245730000	113860000	529500000
3-Hydroxy-3-Methyl Butyric Acid	3-Hydroxyisovaleric acid	966370	514640	1013700	1151400	304910	1485100	1095300	301910	232510	289220	338660	1210200	965910	472310	868840	1744700	661790	942010	515850	405380	796390	787400	699090	252760	241770	580340	678490	484890	239290	317230	431980	492140	322190	821800	1098800	237510	907930	412820	1983600	1308500	1665500	891470	306310	1420400	481410	692050	355790	1196000	1710600	1165600	788460	559650	473090	2481900	242900	449640	600550	345580	481420	890080	472920	502000	816160	302200	268250	11011000	90718	1839900	874360	425140	156090	1131200	1852900	1289200	382380	479480	586430	1177700	1130100	364850	761430	627440	1296600	602800	445910	326840	385240	585490	587880	354140	824820	946810	631980	950290	990120	370050	943720	380020	868380	1378000	517640	775550
3-Hydroxy-3-Methylpentane-1_5-Dioic Acid	3-Hydroxymethylglutaric acid	74002	192360	230470	77694	269410	41007	208000	15365	6213.9000	2520500	27348	1009900	92488	180050	175350	125960	54105	981.5000	72221	566260	1470300	332420	233470	9146.3000	25077	1711200	419930	315610	3942.6000	80147	88039	672610	5514200	148640	36129	1079900	9543200	239980	341380	51657	94625	302210	29311	540350	611760	1779600	14354	220050	106360	1475000	205080	2185400	223430	45733	17673	132060	26078	1280600	104210	181640	462180	36247000	1373600	165250	119610	117880	45974	80128	8797.8000	280740	19520	113580	211410	86007	777460	46195	1812800	586650	1537000	25375000	17276000	826820	1146900	310650	131360	1938500	300430	223290	1035000	2110000	207510	155820	142760	175540	203750	2159700	319850	4802400	85607	1060800	699060	318050
3-Hydroxy-4-methoxybenzoic acid	3-Hydroxy-4-methoxybenzoic acid	109950	1373400	703670	44365	94294	228610	45792	12045	24212	1217300	49917	170830	44556	225220	225980	100550	81137	99111	66694	242250	217050	183600	200480	18845	1285700	652630	28425	870210	23294	234210	1343400	219430	630000	137680	39303	1834700	46732	1232200	249840	88594	134310	233270	20955	181990	606030	662340	299440	83344	163260	1065300	264590	3425200	232690	631790	351730	228610	28599	415530	1060200	322180	447180	763090	87632	887040	377330	559940	34444	40697	121650	328870	53908	162340	112810	279190	4628100	18947	2089700	204610	253890	613740	4049000	174940	1237900	1718400	265170	505510	350430	58578	681100	5140800	76103	1056900	60627	584180	140790	3422300	77797	337350	52435	240670	465690	139600
3-Hydroxybutyric acid	3-Hydroxybutyric acid	75671	79963	127910	320510	98613	62734	3585700	37019	34680	116810	53487	66279	36871	16553	229500	27808	9448.8000	43457	245040	15047	85272	15939	62781	25116	353880	14460	18488	234610	14319	4391.7000	240430	82452	313440	64890	82440	173630	113290	327440	22763	48135	71676	22228	57391	180640	87474	146180	7433.4000	51140	74058	200920	24776	155770	61291	54559	32521	21079	465790	138210	62316	51455	278350	208320	70456	58706	30012	19010	135170	18980	32257	92402	47051	187630	159370	92807	126700	80600	1332300	192050	203750	444000	99873	21169	591010	186820	22297	117190	288940	176070	283050	466140	30982	96800	178510	429860	177340	253060	88452	1154200	74767	34342	738840	111010
3-Hydroxyphenylacetic acid	3-Hydroxyphenylacetic acid	1751400	980790	808880	721060	7017900	2474200	2205400	121920	2404500	1200800	11490000	47119000	29035000	9120400	8824000	3574000	2090100	1186700	12513000	2453400	1419400	926960	899370	371180	2898500	6775700	4129100	24152000	445850	1797600	4073100	1565200	2253400	8079500	2068700	861530	80217000	2204000	15179000	7570400	651410	1398400	528310	2513400	3205700	622940	968510	2225700	2930200	1270800	11164000	21135000	3418200	730600	1156400	298240	33512000	1631700	754380	1478900	8056700	3062200	25962000	1111700	2833000	236340	3115800	1192800	1083700	10909000	1136800	2867500	11340000	1768300	3953200	1540200	2862800	5538400	15298000	3693400	2347000	718800	3601800	890770	3973800	862480	194600	1624400	949820	806090	1225500	885760	1761600	730790	3036300	2089200	2694300	28212000	1478000	73776000	2548300	1146200
3-Hydroxypropionic acid	Hydroxypropionic acid	92972	444170	1255900	593140	188390	147230	1357100	12149	87696	64141	7842.8000	1052700	109830	1132200	2299500	35537	72644	40815	273910	26352	58065	817170	41722	14055	98892	23088	298260	183250	24265	2573.3000	89666	1130500	186500	22920	141540	137510	113000	125850	337790	319210	174190	235910	39756	59059	175380	447370	251710	20382	117090	14623	1030900	1324500	1604500	118220	234190	51668	575240	8984.8000	138340	213550	233690	17327	25688	69996	166900	32174	193680	81276	11003	88691	65182	110610	807490	788660	166240	97372	459410	2497100	819440	68389	1079200	1113700	358090	397160	254260	117570	240690	391950	301630	580320	472930	254320	1335800	982500	331870	148420	448520	452790	85439	1032200	387690	2852100
3-Hydroxypyruvic acid	Hydroxypyruvic acid	64707	32262	85688	38446	16138	30628	24447	50918	37071	367420	12238	15932000	86260	71491	58060	187670	203670	39703	65207	51392	846610	53668	9920.6000	28732	21164	218340	121640	822280	10413	82819	175770	712800	42720	1228300	186250	1599700	637870	20687	7787	12033	34480	45750	15106	14251	10538	294130	19424	33209	60207	15704	38319	68383	198440	34084	51734	121150	779590	313660	136760	189680	102140	243520	22749	29221	119120	132090	25662	59792	37010	1650200	28732	259600	20714	60763	36560	17920	158590	30427	66243	3839800	20714	151780	247920	25740	22350	275690	2504500	29251	160620	320450	42529	19496	35903	12613	29529	872280	25129	22125	30071	63972	13508	115670
3-Indolepropionic Acid	3-Indolepropionic acid	950100	1747900	4618200	2566200	389180	1465800	2970.2000	77319	184200	1760700	294890	2846600	13864	2291900	776580	1215900	486200	2180500	3700900	299420	8109100	395620	323810	10812	4997.6000	54847	1893100	1754000	4194.1000	205500	620210	153480	1538600	1012300	5286500	1322900	1092000	462530	8600900	2431900	6041700	3813400	251240	968050	1011300	9430000	1403700	3589900	2635600	108100	4928700	2253100	5362400	1448500	4941200	2556400	366500	1285000	3776200	8679800	4284200	10481	3116300	2018700	479730	225780	1683300	2608400	2055800	1470900	476840	4190600	6820400	3131100	9477800	590620	12201000	3194700	4807000	85769	7530000	1539700	1790200	32785	1498300	17070	392070	2455400	2922600	4058800	1248100	4621200	4680500	5568800	6173900	8980500	2431400	10320	6233700	2820600	13276000	4505000
3-Methacrylic acid	beta,beta-Dimethyl acrylic acid	1004600	1495500	1730300	1516500	1474600	1458600	1454800	1584700	1825000	1078600	1554800	966080	1418200	1934200	1584200	1249900	1653800	1452100	1370800	1077200	1621400	1226600	1449600	3357600	1972400	1798300	1101100	1642000	2062700	1714800	1169500	1361100	1372700	1861400	1842600	1442500	1983100	1831000	2101800	1924600	1953200	1852300	2053700	2105100	1452100	1688600	2110200	1762000	1075600	2257800	1600900	1952400	1636500	1475200	2034900	2211600	1808800	1902900	2751500	1524300	1529100	1360600	1162300	1662900	1536700	1554700	1121100	1733000	1399700	2017900	1562500	1658000	1469500	1246700	1714300	1528700	1722600	1923200	1943400	2121800	1848600	1594000	1786200	2716000	1792800	2194200	1923100	1819600	2047700	1979000	1332000	1398900	1356700	1741400	1457900	1458900	1308400	1752000	1992500	1450700	2136400	1680400
3-Methoxysalicylic Acid		96341	352890	1199500	230030	159740	309240	801870	1971	9127.6000	63279	4006.4000	1455300	115580	760780	1041100	8056.4000	10718	164350	114490	12743	46322	453380	127190	93221	9868.9000	1439800	84934	157650	33264	52636	39532	691900	101660	1524200	58967	471770	114030	23758	450280	305410	1592300	1180800	47146	65547	139230	656840	423460	1107800	3317300	690530	1106000	879640	1182000	8256300	4429800	581470	878710	17533	360440	3216400	310500	1270200	207120	8900300	324260	135570	27313	22685	159890	358870	29260	107580	914830	1855100	555130	366940	913570	1483700	1106300	3487500	5042300	1495500	3490500	283960	2096800	60700	447350	220160	314270	3548400	1019900	4786400	880070	2516600	316040	398690	526540	191790	348970	1207900	847600	1274500
3-Methylaspartate		14463000	6056300	23153000	11189000	11045000	14224000	6694800	25545000	18003000	1730700	586750	5551100	13399000	14657000	5803800	27756000	37875000	6892500	11834000	33282000	8310300	13270000	17927000	25367000	9994700	18380000	35508000	5313700	33072000	20450000	4693400	13556000	2468100	6276500	16234000	940260	4431600	6016500	12625000	4558000	14129000	12678000	13395000	1194500	11295000	1878900	12052000	24306000	28323000	1749800	9284100	7430200	13934000	24147000	1398500	4519700	6535500	11601000	2761500	33569000	7722800	72118000	12269000	23146000	5248100	13375000	4820800	8462700	7806600	2922400	20961000	12672000	12548000	30424000	1003100	29509000	5298100	7565900	11184000	2318600	5862400	23136000	10898000	22025000	6786700	4082100	14322000	26805000	4792100	3918100	20338000	18470000	1716200	11915000	15314000	3766200	10973000	2606900	22114000	14702000	3674400	1639900
3-oxodeoxycholic acid	3-Ketodeoxycholic acid	1478000	6202700	8310300	22626000	7674300	3938600	12367000	263050	4299.3000	1526000	1046700	677640	692920	9215800	5956800	4655700	19443000	42795000	2592000	5648400	2658300	27143000	14829000	165830	1676900	337060	14441000	3275000	28902	545910	5241800	11354000	546870	20569000	16567000	1803200	509880	87463	6235500	5182000	588750	2638200	9504900	15689	4250900	2769600	1963100	919550	13115000	379080	16741000	5126500	16152000	7950200	1026000	2051900	229100	112920	210170	6691100	10822000	142790	27132000	318890	580880	10213000	2208900	9114900	52696000	1399400	141150	25599000	21857000	15123000	8960700	27692000	6746300	23807000	12131000	3758000	20976000	19809000	4252100	10377000	7024200	185180	7738800	1134400	4329700	7537400	37943000	19844000	9289800	17363000	57985000	15408000	12480000	202970	21552000	28488000	257140	4926200
3-(pyrazol-1-yl) -L-alanine	3-(Pyrazol-1-yl)-L-alanine	4129100	1145700	534250	1424100	4303000	672000	793220	3011500	3490600	5056800	1989900	1688800	1000400	1817800	410290	5115300	7467100	2298300	3206600	5051500	1833400	1819300	3826900	57091	2273300	3353900	5073200	2297000	386170	1618700	991650	2744500	5879200	421400	2882900	4240400	669770	4903900	1495700	628530	713280	1635700	110120	457010	7646300	1203500	1542500	216660	586640	961680	510120	2945200	915660	1243900	2497600	1092600	5566600	6569100	2025600	1172400	4891400	8860600	1010400	580760	2040400	837740	1338000	1221500	2184100	1688000	581850	718380	782800	2834600	397990	1404900	593420	644390	2084900	1417400	1215600	2767000	5994400	1495500	446540	773390	2750300	968710	2357700	874100	1876100	1247900	997800	1044100	1523300	5969900	767990	962340	2391200	3519500	605980	899360
3-pyrimidin-2-yl-propionic acid		5849.3000	18211	12119	4193.2000	41633	7356.5000	6075.2000	9600.2000	18348	15410	102860	297720	99078	105700	458900	7472.7000	14287	14784	72800	77860	23275	65637	12227	1517.2000	66474	442700	3585.5000	22055	2431.5000	16378	14262	25784	14204	191390	19602	25663	726380	12172	669910	205810	9166.9000	5572.8000	3105.5000	4351.9000	45379	26410	1960.2000	4765	4756	665620	269780	348670	93323	10145	12007	12203	18325	6035.5000	5434.3000	6083.7000	196380	56154	13022	11308	136100	2028.9000	11638	9162.1000	18638	179070	3753.8000	70577	8459.2000	2268.6000	1695	11385	205100	91788	152570	18265	6555.5000	17658	90325	10783	160240	17603	7409.2000	20538	4067.3000	20931	17897	15150	5744.2000	4143	6806.8000	205580	8137.1000	7335.9000	39423	262470	8741	8042.7000
3-Sulfocatechol	3-Sulfocatechol	9	3006300	212740	77308	29885	9	31580	9	17207	1931300	11802	9	52070	2333200	3146600	9	9	9	143190	9	41416	9	50691	9	14540	797780	9	1570200	9	13289	99243	85399	486440	10433000	13339	5887400	1401000	22972	23576	68349	9	9	9	1747800	9	78073000	9	18152	9	585690	793060	1678900	115930	9	3999800	156950	26227	150620	196420	9	1543600	539650	9	9	238300	9	9	9	9	955370	9	29968	96778	9	2879100	9	33635000	12398000	9	2195300	158670	1099400	39449000	156410	2404600	746620	2465900	68952	686560	2345100	120300	40721	141350	669170	9	8441200	25393	33409	9	93162	513340	44725
4_4^-Dihydroxybenzophenone	4,4'-Dihydroxybenzophenone	54938	63699	40638	42798	55626	67417	56636	76373	111390	62327	68258	73575	68280	66390	53093	67201	37544	61336	63477	51645	67356	62717	46161	125500	69598	71165	43570	82817	143520	35676	44353	59423	73717	84481	34563	59931	66200	107450	115730	101300	56893	99123	123670	112310	84140	64261	103680	63395	70657	103710	67773	69190	83633	72752	87780	85376	76413	136160	129280	52981	83861	81363	57032	100710	81838	51513	74140	50165	40134	74807	112070	61601	59311	51751	63061	67874	79397	95790	85665	105060	72698	75502	85816	62463	74135	76118	80930	81149	90931	102610	59254	66699	66061	91632	63152	88708	48940	68452	87993	64632	96327	79911
4-Acetoxyphenol	4-Hydroxyphenyl acetate	15002000	77558000	32526000	101100000	33987000	85076000	15644000	45884000	83370000	145970000	74840000	89062000	35961000	56391000	41553000	101330000	136400000	56263000	132340000	134310000	15717000	131440000	28208000	14498000	25442000	46339000	72467000	73167000	24713000	62309000	68226000	77402000	195860000	17880000	33074000	41719000	75533000	12793000	104340000	84054000	112110000	156790000	74953000	39031000	96909000	19948000	79338000	140520000	192780000	10515000	72188000	47450000	65658000	95927000	35848000	69665000	29650000	9455900	44112000	169370000	36579000	13242000	86245000	115380000	56708000	64649000	44244000	33498000	64740000	20841000	94688000	76080000	59418000	115280000	5952600	95778000	58346000	61733000	32361000	30694000	52939000	99570000	32321000	24797000	35647000	3639800	38366000	66899000	34166000	56210000	72178000	110170000	74354000	74312000	105270000	38248000	88053000	13487000	79206000	20716000	8940400	56673000
4-chloro-3-sulfonylaminobenzoic acid		319740	68677	489460	383700	812350	26461	242950	373110	179970	241040	150580	598500	372070	222120	1985600	25389	320620	434910	82438	403570	41683	144860	65663	34479	557350	291300	643660	81047	25943	1231200	401470	230180	73649	260660	807800	252350	270980	29428	27201	11263	36525	2721.2000	10482	20863	93754	70596	14425	45122	21761	63468	291190	286760	213700	1015800	89602	57133	165960	137030	118640	9776.3000	212710	121380	352970	836930	459450	238950	194430	175200	365540	92353	23093	166960	232800	158920	108260	9968.9000	646570	509000	201390	273230	166070	85593	121690	213690	14767	131170	143880	42170	267970	42977	430380	147350	766330	151350	182250	470870	29531	36080	226540	54471	89274	142790
(±)4-HDHA	4-HDoHE	66342	6319.5000	11311	42201	16935	157240	7099.3000	61850	52921	11161	36775	61738	8480.4000	16832	16564	19174	14849	8472.3000	43773	11720	13461	17144	30238	6056.7000	23051	30765	57311	1260.5000	18935	34455	22633	108620	34778	77120	24349	72379	2568.2000	16321	13406	56944	45443	90978	60971	32094	51745	36441	109580	60825	69673	16705	28257	15046	16615	26592	20668	13454	13291	2223.1000	14824	51826	45489	8076.4000	14185	45521	43659	38691	2998.9000	33279	7206.8000	6256.4000	4065.2000	22504	33432	49600	12181	54618	8526	5411.7000	1483.2000	10390	12544	60251	22264	3278.7000	14098	8669	4059.4000	30956	11839	20134	39188	34237	34535	52569	50220	14285	33715	6973.7000	26851	9108.1000	98828	9910.7000
4-Hydroxy-3-methoxybenzaldehyde	Vanillin	352640	109420	239210	197450	273790	1144800	113230	74764	97903	1381800	110860	216870	495410	63350	500820	1561000	472780	187560	128490	150120	410290	414510	303710	170870	233770	292750	354720	473340	205600	167610	199520	242650	426720	112630	132570	698140	281450	623990	771910	124140	295610	977460	183660	150450	1709700	343330	1580600	186120	265710	140660	159880	125580	198860	333560	178950	352290	192600	182750	290130	261940	290640	393080	268030	347150	109830	1306300	319810	176620	169500	207010	242870	122860	116080	235790	159190	120490	336410	62999	142870	422450	138380	70902	382220	441660	144900	370970	123000	182380	348880	460850	78576	874420	83115	472660	102610	334210	374480	115600	186530	136250	149430	44133
4-Hydroxy-3-methoxyphenylacetic acid	Homovanillic acid	9	471910	54564	9	19554	9	8944	6450.1000	9	193740	20950	11301	11952	116530	558160	11203	14533	9	3896.4000	30935	70581	19840	55524	2975	24304	50719	12181	51974	7992.2000	47068	44445	54175	99258	9	16336	139230	9	67877	73064	19126	12915	22186	3271.4000	54318	54242	40433	17985	9	11150	207500	66300	866780	24584	7814.5000	22202	28973	9	22039	899720	36410	57965	29339	23528	9444.1000	52884	16864	13079	58293	9	183500	21311	50758	23144	11417	470680	9	110030	9	8704.2000	17449	122330	18829	171290	129960	36841	137980	70213	25100	176010	70481	9	9	9	9	9	383660	22856	9	9	40018	95396	57769
4-Hydroxy-3-methylbenzoic acid		2983300	1975000	59593	2124100	14415	154470	87838	5618.2000	7423.5000	86420	7072.8000	146910	58556	47418	201970	113900	145480	8984500	51851	10078	95503	72031	2339100	1443.1000	1796.5000	43071	928900	28855	773.4100	11801	12860	87656	10709	113200	22613000	26715	382550	4677.6000	178890	200610	1305800	63237	95536	115510	32082	86774	175050	85267	158850	168580	277280	359340	54677	1731500	23347	95104	23575	65290	24337	139440	119620	33061	96118	104140	22742	10701000	28115	1635500	9952500	46056	121060	186440	60461	666960	86310	254270	177760	278580	169490	617520	1004900	78597	267630	208510	101460	41320	9178.9000	122040	49301	53686	1223300	604850	415580	184780	311560	67150	592790	271780	155590	290160	30466	934720
4-Hydroxybenzoic Acid	4-Hydroxybenzoic acid	626450	5554400	5074600	338900	4829200	4434800	2940100	232760	550690	628580	610100	944230	701240	1789300	681550	554840	541150	1367100	10126000	48428	4409700	412890	278980	215680	1105000	423160	508080	983350	179270	163060	986060	318520	625860	1407300	685300	4206700	348950	126410	600190	86360	1155500	165080	439140	4780600	4192600	7984300	424160	232900	510530	682060	821120	2323300	630420	495210	1528900	828190	526510	871610	323180	670700	1568300	692520	95341	624040	85987	347040	557320	980190	1380100	1204300	551560	2003800	420240	209660	1273500	739770	16306000	3992100	2561300	29378000	3504100	936780	1636000	5569300	3426500	1208300	1265600	946370	1142900	1344700	269380	912730	807710	997600	1188000	45419000	566320	1536100	1646000	1300100	3577400	5977900
4-Hydroxybenzyl alcohol	4-Hydroxybenzyl alcohol	45927	16896	50391	32006	22596	122980	32209	8826.5000	34618	158950	18788	238470	24359	105080	84474	121560	127520	14386	34141	71919	74603	25984	65660	9	14573	16693	71556	16427	15612	37700	36756	44055	49559	43971	38349	35470	29109	11797	40924	29058	41606	129150	69874	9	7998.8000	27995	57600	52083	51000	9	80369	24669	33486	39043	21056	41184	24425	7669.8000	45489	11119	21245	9	41673	22360	8243.1000	376600	36399	34555	14933	30739	20860	12578	76055	82289	32585	20537	73090	32579	56300	48142	45344	9291	40100	15370	31052	20130	38651	12803	32230	656070	10580	16567	7234.9000	9798.9000	22477	41855	50109	20332	11970	12512	72702	43297
4-Hydroxycyclohexylcarboxylic acid	4-Hydroxycyclohexylcarboxylic acid	29902000	34517000	240340	122630	165330	547760	2389400	35186	79887	6362200	12187	2374000	3894800	463300	4320400	312570	190770	416910	798810	769900	6131.5000	1116700	241280	48315	16455	26234000	706290	36657000	20902	28490	217150	1019500	7911700	86477000	1174400	7288100	64632	136640	91423	286130	740960	382010	110160	81193	193120	283090000	192010	1744000	1218200	387150	2872200	11622000	903210	130510	3118400	16638000	24590000	21741	23138000	270460	3492200	39065	36874000	256510	16771000	241460	779180	641790	167110	14814000	45089	1513100	291680	1137800	45832000	5736100	30042000	1213400	1817900	107770	5658600	711030	204690000	526660	885860	1056000	90182000	1781200	58519000	102900000	195690	1512400	2476100	16333000	555700	42405000	755680	329150000	5093700	16417000	23667000	1882000
4-Hydroxyhippurate	4-Hydroxyhippuric acid	2560	41071	30019	15878	15306	17285	30863	25056	84343	29075	53872	5189	29179	64656	935.8300	14716	20516	38898	42222	34151	65927	61908	46362	25480	9741.2000	57829	11376	33327	36885	38298	28938	40943	86071	56107	14103	52819	88406	43587	202710	90602	80605	147330	85085	190160	123550	87657	88014	83766	46551	62541	58997	48581	29573	70947	35935	162530	79714	50716	105680	42584	63650	12230	73428	158670	21828	39251	45368	13343	22913	33636	81806	48821	34982	10650	30508	31506	108860	37674	52196	40930	49369	36556	149610	40289	81621	26029	24422	51890	136600	73174	27119	63224	23301	31715	54945	32051	54016	33535	53964	8364.1000	2487.2000	32611
4-hydroxyisophthalic acid		183740	1219500	226240	269570	107630	288790	347980	3976.2000	3967.4000	619290	4413.9000	397990	149300	263110	2226100	124010	21904	84586	42685	49247	24329	425870	38313	17667	11278	308930	100390	90311	13256	97313	57952	507110	169890	2077400	301070	799760	1261400	18284	1301100	108890	581340	904680	32879	13092	43338	5753000	85690	3222500	802150	85260	929980	448110	774310	1686800	85626	309480	577740	235880	501200	4568700	456350	408820	2739600	210070	120340	88143	45299	333740	59224	1436800	15221	1014700	935220	2801500	1374100	1336600	1212000	2019900	1668100	545910	662560	764080	2109700	147480	627070	766860	1461100	616300	2356600	3289300	929260	1175800	992840	1581300	603640	1393000	654190	3495300	551940	639410	2107600	1707500
4-Hydroxyphenylacetic acid	4-Hydroxyphenylacetic acid	1968000	1146000	873100	809650	7196500	2565200	2292500	102180	2395400	1417500	12592000	54408000	32300000	9714100	9918900	3521000	2213100	1181300	13770000	2634300	1398200	970370	985630	456660	3144500	7416400	4255000	27550000	410280	2009100	4575000	1710400	2401900	8755200	2079900	919450	89056000	2312700	16474000	8142900	788940	1455800	546880	2566000	3348700	701040	1076500	2405600	3165700	1367500	11577000	22497000	3673400	820900	1274800	347090	36429000	1741300	973620	1528800	8818200	3228800	28903000	1247400	3080200	290390	3232800	1259400	1120500	11812000	1235000	3089100	12074000	1780500	4459700	1539900	2920200	5626500	16326000	3932100	2346300	725520	4201000	929260	4436900	1052100	264010	1631900	1106600	1099400	1276700	997880	2026000	807440	3148400	2233900	3085200	28814000	1563900	80442000	2712400	1254600
4-Methoxycinnamic Acid	4-Methoxycinnamic acid	1199.7000	192820	158800	42816	20846	11712	11567	1905.8000	2183.3000	14214	1664.8000	69958	98965	160630	65822	45807	1540	5547.5000	2786.7000	5949	69017	110230	16085	4524.9000	2784.8000	23960	19067	143500	3184.5000	7717.4000	18160	1940.2000	48560	31857	15366	34417	10471	103530	16484	5946.5000	36219	29101	6575.3000	10811	110330	79126	14221	22419	18888	15882	57220	32824	10382	87056	17532	14981	20341	56294	4846.5000	31443	15921	57908	13211	47992	9318.7000	2942.7000	4127.1000	8305.8000	5545.2000	54069	9194.3000	35689	32845	76116	47311	4322.8000	55538	120200	15750	418320	65905	13038	84293	25502	56159	17207	59662	370050	11543	36039	11600	23807	56605	16934	24535	56262	254860	127420	48216	15265	20133	34487
