Metabolite_name	RefMet_name	CRA002	CRA004	CRA008	CRA009	CRA010	CRA013	CRA014	CRA019	CRA022	CRA023	CRA026	CRA027	CRA033	CRA036	CRA001	CRA003	CRA005	CRA006	CRA007	CRA011	CRA012	CRA015	CRA016	CRA017	CRA018	CRA020	CRA021	CRA024	CRA025	CRA028	CRA029	CRA030	CRA031	CRA032	CRA034	CRA035	CRA037	CRC001	CRC003	CRC004	CRC005	CRC007	CRC008	CRC011	CRC012	CRC014	CRC015	CRC019	CRC023	CRC025	CRC026	CRC027	CRC031	CRC002	CRC006	CRC009	CRC010	CRC013	CRC016	CRC017	CRC018	CRC020	CRC021	CRC022	CRC024	CRC028	CRC029	CRC030	CRC032	CRC033	CRC034	CRC035	HC001	HC002	HC003	HC004	HC006	HC009	HC012	HC015	HC016	HC017	HC018	HC019	HC020	HC021	HC024	HC025	HC026	HC027	HC005	HC007	HC008	HC010	HC011	HC013	HC014	HC022	HC023	HC028	HC029	HC030
LPC(0:0/17:0)	LPC 0:0/17:0	462930	1447900	3114500	587850	13155000	107680	1822000	6620400	2102100	10963000	2698300	1144100	4947500	8653800	20254000	203240	3207000	1048600	2083300	6243500	1340200	4968400	1893100	3178100	743000	16472000	1554000	1366900	882060	18301000	28430000	235950	1648600	341870	520330	7069700	2414500	11982000	2340900	3541500	324990	410350	246250	327580	2114300	3970300	60966	60706	624140	263950	370740	1387000	526210	471120	139470	532370	2309000	8669900	1088900	235350	1814600	2650300	1420700	3251500	20794000	346900	2130100	126860	1185900	2821600	376420	112340	125570	109700	1076400	413670	477910	539000	437550	4861200	831430	46556	865630	1919700	3333200	3344800	488940	720610	3953500	2074200	1557000	581260	1233200	83352	387060	9	487290	2751400	144400	524550	2524600	154950
LPC(0:0/18:0)	LPC 0:0/18:0	38716	22369	214440	8788.2000	397750	1027.8000	22721	378470	34325	137280	56676	41530	913030	78460	81774	13979	372130	28758	49652	518620	265020	387440	120150	61114	25996	658830	137900	61401	19699	300570	648060	1976	8266.5000	7181.7000	79049	6116.3000	159260	930910	537880	245690	11132	16987	13379	11009	114360	143530	6316.8000	4794.2000	60839	46431	33178	111270	16215	70190	3226.6000	38216	131870	1165800	66413	1228.9000	20703	98078	69751	31097	1643000	39208	64151	13040	44504	35741	35071	16249	3540.3000	4417.5000	45188	4934.3000	7084.5000	19024	4669.9000	91334	24212	1376.7000	96330	292460	97792	30491	4680.7000	77278	62779	34946	239460	11755	25029	1354.1000	870.8500	24474	4683.7000	109070	4884.7000	35978	131140	11549
LPC(0:0/18:1)	LPC 0:0/18:1	2019300	3295000	10746000	1431700	2049400	2596300	321660	20417000	4093100	30313000	3444300	4750800	25673000	1760300	46999000	2106800	7613500	1681600	678000	6742300	11971000	3031700	3305500	2749500	222640	2360400	9709200	3363800	4025100	8828100	146320000	2862900	16282000	29059000	6206300	2442300	4275600	123350000	15544000	5218900	5149600	1420500	731450	31053000	1758300	38615000	1503700	3804200	7809600	7945800	9914900	6521200	2732600	3533600	3118500	962290	934090	5588600	7270800	2781200	64645000	5244500	1716100	3145200	75348000	3618500	5312500	2111700	2196600	1739100	5774600	3250400	326250	845740	80554000	2846200	1542200	11238000	11591000	12165000	818880	829140	3474100	3718600	4003900	8321000	489170	2257200	1955600	4299000	3419900	1597000	1207200	1099600	2772800	5132500	1040800	3538300	235580	2212300	5828700	1026900
LPC(0:0/18:2)	LPC 0:0/18:2	577720	1778200	11608000	4183600	758800	795000	798520	3614500	772860	87202000	135900	1244600	3061600	672490	270560000	1852400	766470	215130	296250	1316900	1393500	1340300	405300	476130	73194	1180800	1248300	807210	549740	2295000	5641800	3447000	29492000	6508900	1521600	1548900	874150	106270000	1004700	516270	494740	1127200	108380	2024000	283890	27116000	350660	2689600	754090	484060	2060200	1745900	785240	1033600	453190	478750	204530	618390	4968300	788200	93880000	359250	1480700	986040	4649600	371710	300670	562090	286860	859570	441180	1278100	378070	369550	58213000	705720	5258000	14156000	3077100	4334700	1245800	539450	710620	2484200	1563000	938430	421680	738850	285290	3963000	703120	598590	1639900	719850	1237400	4257000	334110	889170	438270	510430	1557200	514880
LPC(0:0/19:0)	LPC 0:0/19:0	18178	25461	68368	1143.9000	123800	2358.4000	3419.8000	112760	3029.6000	13650	3148.5000	15028	185910	16189	90628	8522.8000	80279	9160.8000	103590	33620	29126	140580	41553	8997.9000	17253	127460	57876	952.6300	11153	212960	904830	11173	7112.1000	99359	12048	12789	31927	283180	208330	392620	1266.3000	11221	4328.5000	6544.3000	47503	61213	906.0200	7953.4000	12487	1056	3870.8000	18315	17461	8896.6000	2471.9000	4751.8000	37594	583900	13406	872.5100	46131	17183	14796	19776	1435000	9310.2000	56694	1497.2000	4978.1000	3828	14798	4263.2000	865.6200	5172.9000	16863	3038.9000	11766	2454.7000	1264.6000	14836	1351.8000	249.3900	211600	81820	98238	3029.8000	7188.9000	5059.7000	145410	53150	109460	19712	4002.3000	2916.9000	633.0500	1392300	2326.6000	189220	4047.4000	5154.7000	203230	3772.1000
LPC(0:0/20:0)	LPC 0:0/20:0	8725.8000	46921	36553	41558	78361	9	30187	150690	56406	62269	1525.8000	29315	71349	435370	1097700	6653.2000	21170	9011.2000	773250	22005	122960	27858	43562	56967	7033.1000	139810	72338	22130	15566	55245	255620	3127.7000	10665	271110	2789.2000	25469	72508	573790	390590	791280	9	46283	4567.3000	6888.7000	127590	131070	9	1174.7000	316330	2924.4000	56805	124480	42524	24254	1075.6000	24121	170430	296070	53000	972.5100	12424	44332	52195	208670	493970	9	90070	14669	3559	63620	79916	14056	18192	9598	25202	9	38631	59331	33218	95696	23330	37093	98125	10794	103130	6699.4000	837.1100	189640	36876	131870	111880	4054.8000	15361	6297	4287.6000	24730	9313.3000	9	1306.8000	47812	635290	12547
LPC(0:0/20:1)	LPC 0:0/20:1	46488	104830	297200	47543	90084	87654	43882	1171400	269760	1245500	30469	183270	788890	247050	10287000	49197	1421900	157730	34969	379300	864950	126680	320410	129390	11239	257250	445990	99877	202830	751240	2004000	59009	375020	1244400	245910	110960	251120	4142400	3779700	4456700	382670	78602	58347	828610	673950	2890300	130890	122110	466610	1362900	1678200	908420	300270	359700	163810	165370	276540	2037100	2212300	355230	658550	2070200	223250	115770	4824000	127450	173350	158780	169130	41570	860570	96287	25877	44108	814140	136100	57306	153200	169480	729660	40069	32987	215880	196210	223890	75231	3736.7000	81833	110120	221030	246240	39678	26215	90966	79754	121780	54826	694360	15485	119260	597470	34917
LPC(0:0/20:2)	LPC 0:0/20:2	172520	267130	1285100	206860	1201000	126910	220590	2783000	565660	3266500	168200	537050	1668900	286200	25910000	106030	513750	193380	55692	1118900	1144300	221560	495620	729300	30967	699320	914490	196590	624960	3882600	8888700	140920	471160	14634000	409100	964430	448000	7986100	5009200	4854800	632000	129640	95174	3205900	946880	14861000	197910	254120	714880	974830	2943200	1029500	675280	464510	753620	252870	481240	2345600	3437100	823930	3671000	1221200	815780	725470	16902000	167160	335490	190480	242720	370080	1727100	149700	105050	91922	1866600	669510	1020300	271930	97889	2081000	217600	67630	242540	464200	477920	534240	43254	216180	315260	1053300	335680	131800	183190	42919	584210	751530	200660	1568700	84063	201320	2556100	274010
LPC(0:0/20:3)	LPC 0:0/20:3	62473	50108	145280	99068	28183	54478	28915	959340	108920	146120	43236	184170	639460	43827	1208700	151320	270460	72949	19389	191120	470820	129380	67880	102550	12260	10502	129060	324450	81617	196430	154180	61341	27584	2319700	131610	212330	62137	311250	496260	223210	242120	29202	12006	194850	54819	930400	82686	46354	333330	113110	237060	242630	131810	126100	93912	17804	31967	208790	187420	87641	75298	167540	125840	149180	358050	56287	66998	158370	101160	42820	284230	90914	44971	9664.1000	153440	103950	165450	78912	11896	536010	58206	34743	48077	87711	32969	56002	14592	90141	29841	267260	59144	63005	19780	8386	126820	154890	32932	114890	54526	77008	527490	123420
LPC(0:0/20:4)	LPC 0:0/20:4	46941	95447	92743	74648	81329	75642	52607	643500	80709	154610	136840	304360	786360	233340	2463600	169600	406580	55996	101260	602230	829700	104810	119830	88094	30073	30148	315720	288530	112880	243090	1883500	90705	179210	35267	259110	194240	80947	303940	361130	166450	339710	52703	37552	373440	99718	165200	213980	45201	793200	82317	499780	146880	37352	144780	106620	43876	62272	564440	137090	53362	158770	107550	94749	30486	1532100	164990	148620	485960	118560	94535	92908	303330	563920	146960	364390	232730	68367	215560	39075	563310	94668	104070	88117	168580	136940	510600	30430	110740	61763	304870	193210	181870	204880	237200	137100	182560	154070	44897	93721	63776	206430	139570
LPC(0:0/22:1)	LPC 0:0/22:1	11886	71136	109860	27280	132720	9400.9000	42113	196800	151120	167900	3718.6000	34815	127010	199780	332060	22296	545660	28490	90044	59845	227270	216380	93219	113830	3638.1000	202050	95454	39042	26817	282240	480730	135990	69981	57471	20349	288480	82817	285710	899140	7747400	191350	31869	31800	13337	613060	429260	43174	12226	61816	30450	172080	104970	85172	98903	34605	48544	264540	219510	115170	76169	177750	1223500	112650	552100	1439000	21277	156370	43757	27529	112510	80544	14307	14437	12159	48983	18809	29598	57969	11504	294500	44605	22225	104480	58655	135190	35810	9928.7000	412100	108130	273520	72863	41383	29619	5651.4000	30845	108340	47575	135110	8913.4000	33670	389720	12174
LPC(14:0/0:0)	LPC 14:0/0:0	241110	839650	291490	64791	3205500	54168	118040	879630	127240	2069200	1059600	126220	1816000	472950	24103000	798920	427150	318040	287750	332130	844250	3420100	443940	127810	299070	1665600	108250	1065600	189860	1988400	8745500	22758	318780	42886	122510	707320	358340	3815200	1088400	114430	133410	24985	100970	224300	699620	1406100	43813	30135	200050	37349	123870	764060	177560	476260	54234	95655	232740	6877500	48742	34282	251480	481870	581820	462960	9549700	301810	939430	39254	419040	1466300	61284	509710	957640	73614	634810	33286	332990	966680	284130	4758700	171810	29145	367720	694410	658440	1103900	304160	116060	1775900	1230100	786010	38194	14447	45379	117700	1075000	96597	607350	57176	177590	540340	24981
LPC(15:0/0:0)	LPC 15:0/0:0	260790	462900	1398500	218320	5838800	55325	255030	1941300	206130	4532000	2126300	206070	2827500	9105500	4667700	244090	715240	439660	732190	719070	492520	2095000	1142000	436060	316890	5038100	242140	857240	270570	3649400	13916000	34214	664410	62633	147500	1217100	489890	16386000	964850	266950	235460	39905	5080.3000	141820	474030	1700100	173720	75007	151240	88669	143640	794340	106880	264210	80915	53400	215930	4437300	107320	63238	604400	785420	537290	3509800	9484100	124070	1130600	66657	461780	1200000	39583	91768	230190	25569	512570	67843	349490	320210	288090	2143600	180570	20579	303040	1338800	722490	2246100	178640	428800	2145700	878090	447770	69069	112720	29618	226660	1829900	179990	788900	40325	133310	539460	45791
LPC(16:0/0:0)	LPC 16:0/0:0	545350	697190	3352600	243960	7926300	45615	384200	5703900	274730	5815800	2785100	356740	7814900	1660100	23999000	250560	3686100	1091000	1716000	6088000	2996400	3541400	1436000	923250	636490	12551000	1059200	1573500	436290	13305000	23048000	22406	1635200	91637	571980	936800	1573000	18690000	701100	776060	35156	88522	33559	290160	832240	2028700	9363.3000	54584	263730	137550	178410	585270	161710	353620	138830	129460	696710	5835800	210710	37285	432910	1145300	1003600	388960	10680000	304760	2018100	49933	719720	1808300	138730	138770	28041	33453	781290	40718	239920	135350	154040	2878200	430520	28816	579260	2084500	1132300	2733700	224520	158380	2757400	800340	1938400	93724	231030	12846	67457	1688500	190130	1742900	60221	184020	808450	33587
LPC(16:1/0:0)	LPC 16:1/0:0	105580	232790	666850	30145	2915500	2959	11948	2151700	140520	2763600	234190	107680	2797700	190710	4106600	403780	471470	247630	21310	584320	2080900	2878900	963940	40002	63643	833400	102900	1651300	397470	1372800	9760800	1199	641210	2817.7000	196230	493430	228490	9980300	950280	29992	209600	2353.1000	76216	173560	12303	1525300	11700	5973.3000	404840	4481.6000	39058	463060	41540	517270	2298.6000	8449.1000	5895.1000	9025900	2659.2000	27481	1195200	536130	336260	522490	13644000	1378200	252100	195110	353450	2357100	5579.9000	278530	111130	4270.9000	1028800	83341	169610	289760	109260	3131500	119590	1261.1000	45081	1814200	405310	3517200	11334	10242	1663100	5982800	718940	10215	12629	2236.4000	151550	936920	22490	708870	3815.8000	13289	345040	7126.8000
LPC(17:0/0:0)	LPC 17:0/0:0	441610	1555300	2787400	642090	18373000	87959	1453600	7852500	2138700	12105000	3955900	1376600	6347700	12828000	23078000	224940	3665400	1029200	1939800	7647800	1704300	4718500	2346000	3876300	1052200	19850000	1937000	1857300	1140100	20178000	36815000	311950	1276500	334840	691180	7779100	2886900	14100000	2253000	3778900	291620	442210	212080	455680	2477400	4314100	113550	48611	579230	353260	453730	1214200	513720	455530	172120	508290	2591100	10393000	1026500	185220	1940100	2899700	1545800	4856800	23885000	345990	2073700	135780	1344300	3290000	438180	119460	120290	117410	1629000	359560	555590	544530	553750	5570400	796310	68716	1231600	4370700	3867900	3891200	455770	767690	5249700	2271700	1657100	690030	1456000	114740	410790	9	704640	2459900	155370	460780	2640800	186540
LPC(18:0/0:0)	LPC 18:0/0:0	97575	203860	303010	45608	1407100	7735.8000	68999	609660	128970	678300	532110	90850	1128300	198270	391170	17811	457870	36394	254740	867130	387470	772800	178740	271410	106750	1403600	287870	261070	80077	1880600	7643600	27050	107430	41129	79244	383770	202440	1013500	696500	720200	99629	72005	29020	62119	395160	578680	10693	5462.5000	78124	49077	54584	154120	23765	47605	26924	54707	345820	2907400	156050	15917	364840	368530	144630	329790	4711000	27070	245030	15826	67569	316340	88309	21930	5056.7000	5576.1000	217300	16788	29689	60041	78491	469540	83327	16495	86062	422270	369830	389940	39166	132590	580140	193130	444550	49914	51496	6564.9000	9779.3000	309460	36025	208320	20992	34396	402970	14869
LPC(18:1/0:0)	LPC 18:1/0:0	5898100	13916000	66333000	8815200	23374000	7331800	4890800	55010000	16213000	312080000	4437000	14802000	58296000	6191100	182660000	4487800	21794000	4924100	3314400	22398000	34730000	11821000	10569000	13046000	1058500	11672000	24497000	10276000	15812000	54215000	146580000	8217500	56581000	97446000	16951000	25750000	12282000	331620000	50261000	22541000	13613000	5767200	1918100	93459000	7445500	244480000	5316900	15413000	11839000	19046000	47577000	35238000	11167000	15804000	12751000	2930200	3204200	43953000	32014000	10367000	567870000	16637000	19679000	16732000	306580000	9630200	7317500	5014700	5995000	6793300	19573000	9753900	1981600	3440600	482970000	8096900	11435000	61603000	67363000	80877000	11980000	4462800	8105400	16964000	20323000	24576000	2475200	5068200	7764700	27109000	9505400	10160000	17112000	3686500	12205000	33997000	6495400	30693000	3871000	7230200	26048000	6506400
LPC(18:2/0:0)	LPC 18:2/0:0	3187.3000	15892	371790	67601	21618	9264.7000	11366	37850	4826.1000	1515500	480.5200	20976	40952	991620	8735100	170060	16077	3437.5000	706260	12434	54856	22450	619.1300	10114	644.5200	20891	728.6100	32692	12997	6508.3000	191700	5132.5000	543920	17744	5149.2000	21511	587.5200	3357900	12346	2699.8000	8470	213.3000	1438.8000	1384.6000	3106.3000	161260	1012.2000	23785	314660	213.3000	59217	31015	10170	65611	853.1100	10762	5209.3000	44690	456.9500	6347.2000	91678	19422	8759.1000	10131	74759	15951	10368	27581	4576.4000	41828	257.3600	58133	43580	257.3600	28384	2101.4000	100060	60154	15915	313520	373280	4479.9000	11987	87609	14084	21635	10754	2031.5000	40618	155290	13039	4637.7000	9387.5000	7000.5000	3979.7000	204830	5443.1000	343610	1609.3000	219.9900	11306	629.0700
LPC(18:3/0:0)	LPC 18:3/0:0	20264	58696	2510400	476980	77617	81104	50960	147280	13823	3499000	18858	88774	165750	3180700	119000000	1251500	78457	12796	327130	61445	158080	329310	61415	49605	7086.8000	65875	27732	471050	91646	31507	329990	20913	2327600	156210	99065	1798900	25902	38666000	64660	16330	132350	9156.4000	102060	10295	60342	665600	18337	213260	1270500	9907.3000	294040	127700	90164	170110	12672	107580	173470	200650	22327	85925	946240	58999	50785	90433	617780	73727	23820	92446	30858	258600	8720	262360	205840	37828	675850	16632	2065300	446690	263800	2767400	140200	41900	172880	330250	104210	55045	30712	21016	2847900	8754400	100110	27260	25096	35046	73667	14590000	30621	32736000	39802	39447	203610	17995
LPC(19:0/0:0)	LPC 19:0/0:0	44090	153960	152510	59046	536860	13965	43908	500090	90718	309000	163880	78693	433140	408340	898300	28108	251770	27610	312670	206170	108560	460290	123900	88877	28840	449080	200770	107220	57684	520820	6043100	42042	96723	78136	38359	254780	194340	991130	603900	750210	54733	109450	17476	52030	324600	498560	13129	11398	155870	26858	89130	139890	68762	68277	18395	51533	339970	1423000	171750	15786	310620	281860	70662	165040	4078000	25030	166900	15313	24819	205490	63326	15125	10178	16265	112390	11710	38654	88281	45961	276800	52115	14100	86875	205380	285890	155670	28698	62326	192530	219940	275100	59368	131870	16549	20721	9	46014	755470	22566	48808	1163900	10749
LPC(20:0/0:0)	LPC 20:0/0:0	280230	1329400	656160	1032500	1859400	128340	559050	1413900	1273200	1679600	418500	651990	1837100	6784700	20526000	176310	1060500	204740	23968000	656180	1105600	1876200	627410	779310	178110	2685200	717120	512100	184330	2789300	11630000	359170	605430	3773600	213900	3630000	1574800	4410900	2641600	14534000	782020	3184200	363240	96653	1778000	2311900	196560	97276	5297600	91852	1233300	997020	988070	1277500	94720	273040	2882500	3588600	1161900	207960	1967700	1021300	896380	10488000	6566600	121570	1093700	127350	201200	915010	305600	118520	164220	141900	547490	211370	457510	1029500	336830	1337700	602670	372090	1047900	886570	1057200	328210	167900	3035800	1127400	1647600	1082900	413020	468660	243390	313370	1229400	285400	19508000	122490	393230	11036000	132470
LPC(20:1/0:0)	LPC 20:1/0:0	86877	279040	827210	196580	655410	33661	59539	1056700	198250	5475700	10394	101970	724750	804870	14457000	84816	873700	73608	3605000	285980	655500	618500	200070	476100	6165	470300	192650	128500	100050	1048600	3469400	47775	636160	281650	131580	780720	229740	4453200	4103600	8627300	751360	151360	27549	63136	1163300	4119700	37211	17475	485030	84913	513930	328150	114610	515720	101160	149460	442350	2384700	406460	147180	770270	4187500	428340	125620	8244900	112460	169940	49532	107080	582210	182230	42307	68964	11630	300420	20117	155650	127720	132610	1055700	1075900	128780	260800	370500	395970	234440	53518	716780	457290	733580	266660	63118	237480	37294	48149	782530	114920	1660600	15609	36293	1128300	41573
LPC(20:2/0:0)	LPC 20:2/0:0	93392	49331	366630	29538	963880	25050	66247	1061300	103470	1086600	1665.8000	143960	585670	4301100	6331600	74060	251920	46914	1220600	258850	369640	239680	170530	478570	4095.6000	316280	78704	44923	82107	542560	1453300	2073	118320	372470	90612	266910	76461	7255200	2334500	2472400	69770	42496	26544	29197	678310	4252900	13877	19272	99266	34402	216980	129150	96312	94223	37097	90477	235430	1223500	142200	75412	354640	1824100	136510	196730	6275700	73912	29153	59596	67214	429010	145020	46109	234850	16058	178330	9106.3000	631710	173620	57075	670540	86456	4422.1000	113290	257250	167600	160600	12653	19822	240970	496410	169410	17373	166150	6104.7000	33004	1143500	48927	1514700	25137	22948	521330	17754
LPC(20:3/0:0)	LPC 20:3/0:0	62473	50108	145280	99068	28183	54478	28915	959340	108920	146120	43236	184170	639460	43827	1208700	151320	270460	72949	19389	191120	470820	129380	67880	102550	12260	10502	129060	324450	81617	196430	154180	61341	27584	2319700	131610	212330	62137	311250	496260	223210	242120	29202	12006	194850	54819	930400	82686	46354	333330	113110	237060	242630	131810	126100	93912	17804	31967	208790	187420	87641	75298	167540	125840	149180	358050	56287	66998	158370	101160	42820	284230	90914	44971	9664.1000	153440	103950	165450	78912	11896	536010	58206	34743	48077	87711	32969	56002	14592	90141	29841	267260	59144	63005	19780	8386	126820	154890	32932	114890	54526	77008	527490	123420
LPC(20:4/0:0)	LPC 20:4/0:0	46941	95447	92743	74648	81329	75642	52607	643500	80709	154610	136840	304360	786360	233340	2463600	169600	406580	55996	101260	602230	829700	104810	119830	88094	30073	30148	315720	288530	112880	243090	1883500	90705	179210	35267	259110	194240	80947	303940	361130	166450	339710	52703	37552	373440	99718	165200	213980	45201	793200	82317	499780	146880	37352	144780	106620	43876	62272	564440	137090	53362	158770	107550	94749	30486	1532100	164990	148620	485960	118560	94535	92908	303330	563920	146960	364390	232730	68367	215560	39075	563310	94668	104070	88117	168580	136940	510600	30430	110740	61763	304870	193210	181870	204880	237200	137100	182560	154070	44897	93721	63776	206430	139570
LPC(22:0/0:0)	LPC 22:0/0:0	8335.7000	83649	43397	122000	67325	16715	52713	63282	57026	80308	11549	42678	33800	5738700	4055600	14201	35952	8647.5000	202170	36763	48675	82115	29811	23588	10025	73152	25931	27327	13850	79579	351920	195950	40457	346600	9806.9000	98773	241180	324970	49961	174000	220240	1412700	30701	9378.4000	91599	132120	13291	23539	232880	1000.8000	105770	95899	116990	113100	2370.1000	22110	313340	128470	91374	24140	118780	51363	46115	1204600	278250	10550	54609	21259	13328	171920	48462	22029	12413	29321	83813	38048	197380	125230	45124	151210	257390	49074	272730	48846	109350	19849	7446.9000	290900	76708	359640	142350	75680	46836	94682	49340	138450	38399	629070	27149	69402	1486700	21591
LPC(22:1/0:0)	LPC 22:1/0:0	16852	69663	109900	24484	156150	8852.7000	31456	193990	172860	153670	2326.9000	43676	119160	183600	310320	15501	471770	25829	78123	53402	226470	194850	94427	101610	4259.1000	205900	77276	36508	17991	305190	477590	138310	81592	49064	22460	326050	69187	288210	878580	8964900	188990	37959	28380	11490	694510	423380	40811	12278	64123	25512	181140	125720	83455	115640	43002	51450	287760	183490	108150	74858	172610	1263500	90661	824640	1520800	16533	172280	33362	34738	120030	73394	14979	17394	14226	54785	16203	30375	66526	14944	301460	63260	27830	112420	63580	113760	32205	11783	402440	101940	278150	83310	46644	29592	8904.1000	42724	105790	52654	165130	8499	24047	371810	6836.4000
LPC(22:2/0:0)	LPC 22:2/0:0	649.9300	3943.9000	17114	4140	20194	2966.9000	5065.3000	67796	11518	20265	991.1700	7404.3000	20602	107880	80844	1484.2000	7880	2406	5074	11811	37050	8543.9000	14450	31220	1252.2000	27455	5743.2000	6363.9000	3509.3000	37829	66659	3818.8000	4785	11521	2146.4000	41236	6862.2000	241070	233170	921900	13206	3198.5000	481.9100	2680.5000	97309	282880	6188.3000	364.8100	12067	2469.2000	25644	14628	7418.1000	4069.8000	6864.4000	19791	85205	47393	28718	13189	27940	47145	13220	9	163720	2807.8000	18995	4353.9000	3913.1000	47520	34808	619.5700	276.1600	4187.9000	16786	2281.8000	4594.6000	6842.7000	2148.4000	40197	2810.5000	203.1600	6641.7000	4770.7000	10737	8024.4000	746.1900	3653	19413	49189	9507.6000	4568.7000	8094.2000	318.0100	4496.3000	17832	6554.9000	85937	1965.3000	1274.1000	44867	2897.8000
LPC(22:6/0:0)	LPC 22:6/0:0	37218	15200	21787	19934	34330	13606	27595	343770	32343	45675	17302	57266	308290	80690	1277000	101110	177340	35875	16461	108230	473920	52159	15973	44032	7315.3000	15597	31935	196990	39134	19655	836180	10869	25261	3032.9000	53430	183920	11908	264990	106210	52104	195960	11322	13758	12250	19795	109560	28043	25757	463240	12551	38452	41617	14254	26285	10195	11655	14335	1119400	14441	12505	53034	100290	28544	43971	1996000	55190	59335	47588	24053	54432	9679.4000	49754	16843	19606	142190	22957	22716	55322	15024	197010	17416	32763	127170	171690	43250	128480	19660	34019	72139	826430	71729	26108	22708	5791.7000	8702.8000	153980	19614	140730	25281	10071	368590	15094
LPC(24:0/0:0)	LPC 24:0/0:0	22390	356200	31173	44507	94555	31987	79311	22685	47846	91505	2780.2000	63372	20382	2935300	32661000	12749	27010	5862.2000	143670	24605	75629	157900	33482	70209	22305	249850	59094	56544	3225.7000	104470	157640	288190	55855	626310	14503	394360	124920	118260	72389	290170	327610	1242700	44281	6366.1000	87332	121720	35712	19374	118740	9629.1000	86349	13998	203380	135090	5965	68877	571370	21437	10942	25862	119100	85584	34980	634520	141470	10161	57813	14918	37142	208100	53023	15934	25842	52176	76953	48527	221950	157450	19120	157720	346830	55349	497380	39454	134620	22249	30069	409730	135730	681570	160630	93116	37378	29364	63647	153420	90866	458210	91436	99975	516300	63652
LPC(24:1/0:0)	LPC 24:1/0:0	7364.6000	27409	37427	12782	24920	8512.1000	27282	120950	99927	83654	337.9500	14176	51445	121960	507120	4787.9000	98249	19088	21292	32067	179240	76424	9687.4000	27526	174.4700	127590	148660	18741	26763	85215	129190	893610	24668	65203	4470.4000	100750	26064	125500	380460	1521600	413460	14959	37921	8524.9000	298670	201870	39264	56301	47557	16039	50239	121380	114350	45455	9167.7000	37847	365100	119470	105040	59123	134870	258680	44720	541920	383470	16852	133470	44185	16929	109900	32850	7056.5000	9629.2000	14211	45248	148360	99260	55425	13085	76132	31811	70281	367550	29563	92785	16337	15115	339940	73464	549600	8987.8000	300610	17572	17841	23632	55602	38207	19960	53097	9729.7000	650050	8390.6000
LPC(24:2)	LPC 24:2	1348.3000	5866.1000	8585.9000	683.3900	40899	2336.3000	12330	48500	19725	21201	101.0400	9340.3000	14101	33221	48194	1315	13187	2067.9000	3978.8000	14849	47859	12814	15668	26600	746.7700	49170	11744	5339.7000	6741.1000	61116	64885	7162.8000	8364.6000	7811.6000	3473.3000	65707	19395	142530	194400	996430	26400	5830.5000	2208.6000	6385.4000	92602	136770	5870.2000	418.0800	10461	4850.5000	12612	21834	21855	4448.8000	6719.7000	17730	107520	41022	19717	26120	29884	24818	11658	343060	92843	4531	46303	4781.5000	1939.3000	42444	31293	1418.8000	1353.5000	7207.1000	12713	5473	3102.3000	12235	1176.6000	31228	11276	391.8200	26786	9319.7000	17423	6546.5000	3739.7000	15027	19436	57373	10707	6058	3028.5000	508.4900	3631.9000	15927	10602	7354.2000	7574.4000	5737.6000	59329	2991.3000
LPC(26:0/0:0)	LPC 26:0/0:0	40051	469380	77070	77849	388100	19077	256770	204510	311580	361730	2523.1000	85449	206310	478410	19055000	28303	103350	150690	95603	85457	484920	471880	305810	296020	127470	846710	115180	192540	31339	680880	275410	81146	240330	446820	36866	1783200	471530	372390	213670	395550	270490	171940	34229	7451	311290	332350	67238	5842	13746	1426.3000	55330	146640	316470	153410	7147.9000	178150	458010	254220	80786	48772	147260	101220	172940	173000	385740	26517	107610	41931	198910	521650	154680	20470	58271	36317	131370	91030	220210	422850	37478	150250	108260	19746	456110	129130	298870	124070	63492	78418	329720	864270	266380	56345	82405	20090	62102	175090	209120	147120	23736	148820	372020	133510
LPC(26:1)	LPC 26:1	1227.5000	62640	50271	7795.9000	75314	10303	29224	123880	56654	29745	2838.5000	15587	69444	77217	203000	19179	70418	57942	13331	20713	217750	48473	62071	83913	829.4100	231740	106840	42406	22475	149360	100080	206670	14202	38584	2043.7000	380450	29057	224450	455170	1098100	212110	2470.2000	10680	1208.5000	484350	297020	28781	832.4200	27996	4046.4000	59710	87283	101560	8697.4000	1663	74300	212460	78973	53716	24984	90522	155740	35924	23325	296860	29905	110430	35508	46759	243770	166640	5500.2000	2832.8000	4459.3000	16133	41823	77582	69225	1673.2000	57313	21437	41914	315080	45414	157210	22219	15757	77219	55301	431020	22251	113830	8235.1000	4816.2000	1752.2000	8656.4000	45091	42392	29634	19647	285830	14864
LPC(O-16:0)	LPC O-16:0	2019600	2617900	3469100	7108300	13395000	668550	3427900	38799000	12969000	17572000	8044700	3840400	33580000	12116000	4611100	986790	7401300	1428000	4017800	7710100	22319000	28603000	6214300	12670000	728010	15436000	7632300	6268300	1371900	29596000	79891000	2180400	2032300	1502400	1979100	16671000	8090500	43789000	93824000	197680000	6005100	795850	1978800	2066900	80990000	46179000	4104100	483340	7309300	4377500	9024600	9381800	5435100	2668700	1511400	6235100	27776000	83650000	6035900	1552900	23971000	20891000	7431900	5877800	105580000	1041900	12001000	2886400	1691200	15236000	10139000	1328400	800230	423340	9741600	1509500	924080	2831100	2042300	41692000	3790000	662000	16653000	6464100	14355000	4473400	3338800	554650	10443000	31289000	20236000	2129300	3342400	301350	877430	20501000	4397200	8072100	785490	9634100	20401000	3299100
